Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
16-08-2023,China Ferry Terminal,Departure,709,1024,51,1784
17-08-2023,China Ferry Terminal,Arrival,693,1262,84,2039
17-08-2023,China Ferry Terminal,Departure,756,1099,51,1906
18-08-2023,China Ferry Terminal,Arrival,837,1274,86,2197
18-08-2023,China Ferry Terminal,Departure,1338,1227,81,2646
19-08-2023,China Ferry Terminal,Arrival,643,1711,53,2407
19-08-2023,China Ferry Terminal,Departure,1183,1212,57,2452
20-08-2023,China Ferry Terminal,Arrival,1727,1422,62,3211
20-08-2023,China Ferry Terminal,Departure,662,1601,75,2338
21-08-2023,China Ferry Terminal,Arrival,883,1209,70,2162
21-08-2023,China Ferry Terminal,Departure,848,1009,63,1920
22-08-2023,China Ferry Terminal,Arrival,719,1046,60,1825
22-08-2023,China Ferry Terminal,Departure,728,1035,69,1832
23-08-2023,China Ferry Terminal,Arrival,691,1107,78,1876
23-08-2023,China Ferry Terminal,Departure,662,1031,92,1785
24-08-2023,China Ferry Terminal,Arrival,728,1109,76,1913
24-08-2023,China Ferry Terminal,Departure,761,1011,69,1841
25-08-2023,China Ferry Terminal,Arrival,856,1342,85,2283
25-08-2023,China Ferry Terminal,Departure,1381,1161,56,2598
26-08-2023,China Ferry Terminal,Arrival,772,1725,63,2560
26-08-2023,China Ferry Terminal,Departure,1250,1326,56,2632
27-08-2023,China Ferry Terminal,Arrival,1664,1118,43,2825
27-08-2023,China Ferry Terminal,Departure,617,1433,71,2121
28-08-2023,China Ferry Terminal,Arrival,931,935,61,1927
28-08-2023,China Ferry Terminal,Departure,752,1002,68,1822
29-08-2023,China Ferry Terminal,Arrival,686,667,80,1433
29-08-2023,China Ferry Terminal,Departure,531,816,40,1387
30-08-2023,China Ferry Terminal,Arrival,719,513,57,1289
30-08-2023,China Ferry Terminal,Departure,558,709,64,1331
31-08-2023,China Ferry Terminal,Arrival,243,283,42,568
31-08-2023,China Ferry Terminal,Departure,372,243,28,643
1/9/2023,China Ferry Terminal,Arrival,0,0,0,0
1/9/2023,China Ferry Terminal,Departure,0,0,0,0
2/9/2023,China Ferry Terminal,Arrival,0,0,0,0
2/9/2023,China Ferry Terminal,Departure,0,0,0,0
3/9/2023,China Ferry Terminal,Arrival,536,222,18,776
3/9/2023,China Ferry Terminal,Departure,270,172,25,467
4/9/2023,China Ferry Terminal,Arrival,467,496,40,1003
4/9/2023,China Ferry Terminal,Departure,499,326,67,892
5/9/2023,China Ferry Terminal,Arrival,448,493,32,973
5/9/2023,China Ferry Terminal,Departure,582,373,54,1009
6/9/2023,China Ferry Terminal,Arrival,486,487,67,1040
6/9/2023,China Ferry Terminal,Departure,570,397,37,1004
7/9/2023,China Ferry Terminal,Arrival,474,518,61,1053
7/9/2023,China Ferry Terminal,Departure,514,470,49,1033
8/9/2023,China Ferry Terminal,Arrival,638,394,44,1076
8/9/2023,China Ferry Terminal,Departure,808,376,55,1239
9/9/2023,China Ferry Terminal,Arrival,530,496,58,1084
9/9/2023,China Ferry Terminal,Departure,1036,365,47,1448
10/9/2023,China Ferry Terminal,Arrival,1189,336,52,1577
10/9/2023,China Ferry Terminal,Departure,389,557,61,1007
11/9/2023,China Ferry Terminal,Arrival,543,442,33,1018
11/9/2023,China Ferry Terminal,Departure,649,306,55,1010
12/9/2023,China Ferry Terminal,Arrival,439,417,43,899
12/9/2023,China Ferry Terminal,Departure,522,350,50,922
13-09-2023,China Ferry Terminal,Arrival,520,533,51,1104
13-09-2023,China Ferry Terminal,Departure,531,462,53,1046
14-09-2023,China Ferry Terminal,Arrival,495,454,52,1001
14-09-2023,China Ferry Terminal,Departure,508,424,37,969
15-09-2023,China Ferry Terminal,Arrival,663,559,73,1295
15-09-2023,China Ferry Terminal,Departure,1006,529,51,1586
16-09-2023,China Ferry Terminal,Arrival,548,791,67,1406
16-09-2023,China Ferry Terminal,Departure,1164,480,65,1709
17-09-2023,China Ferry Terminal,Arrival,1432,640,58,2130
17-09-2023,China Ferry Terminal,Departure,504,789,94,1387
18-09-2023,China Ferry Terminal,Arrival,639,454,47,1140
18-09-2023,China Ferry Terminal,Departure,708,363,76,1147
19-09-2023,China Ferry Terminal,Arrival,524,552,77,1153
19-09-2023,China Ferry Terminal,Departure,670,451,69,1190
20-09-2023,China Ferry Terminal,Arrival,582,500,64,1146
20-09-2023,China Ferry Terminal,Departure,619,444,62,1125
21-09-2023,China Ferry Terminal,Arrival,701,599,90,1390
21-09-2023,China Ferry Terminal,Departure,631,509,80,1220
22-09-2023,China Ferry Terminal,Arrival,752,710,99,1561
22-09-2023,China Ferry Terminal,Departure,836,549,66,1451
23-09-2023,China Ferry Terminal,Arrival,637,928,80,1645
23-09-2023,China Ferry Terminal,Departure,1293,605,54,1952
24-09-2023,China Ferry Terminal,Arrival,1371,581,63,2015
24-09-2023,China Ferry Terminal,Departure,501,851,79,1431
25-09-2023,China Ferry Terminal,Arrival,646,571,80,1297
25-09-2023,China Ferry Terminal,Departure,830,387,64,1281
26-09-2023,China Ferry Terminal,Arrival,530,524,61,1115
26-09-2023,China Ferry Terminal,Departure,735,594,54,1383
27-09-2023,China Ferry Terminal,Arrival,682,481,62,1225
27-09-2023,China Ferry Terminal,Departure,822,501,36,1359
28-09-2023,China Ferry Terminal,Arrival,923,555,85,1563
28-09-2023,China Ferry Terminal,Departure,1369,484,56,1909
29-09-2023,China Ferry Terminal,Arrival,646,1552,74,2272
29-09-2023,China Ferry Terminal,Departure,3924,515,54,4493
30-09-2023,China Ferry Terminal,Arrival,741,2329,87,3157
30-09-2023,China Ferry Terminal,Departure,4050,859,34,4943
1/10/2023,China Ferry Terminal,Arrival,1787,2403,59,4249
1/10/2023,China Ferry Terminal,Departure,919,1155,43,2117
2/10/2023,China Ferry Terminal,Arrival,4528,1854,76,6458
2/10/2023,China Ferry Terminal,Departure,544,1822,47,2413
3/10/2023,China Ferry Terminal,Arrival,1701,2340,120,4161
3/10/2023,China Ferry Terminal,Departure,668,1873,65,2606
4/10/2023,China Ferry Terminal,Arrival,755,1649,66,2470
4/10/2023,China Ferry Terminal,Departure,746,1877,74,2697
5/10/2023,China Ferry Terminal,Arrival,819,928,81,1828
5/10/2023,China Ferry Terminal,Departure,734,2015,97,2846
6/10/2023,China Ferry Terminal,Arrival,472,441,40,953
6/10/2023,China Ferry Terminal,Departure,756,993,67,1816
7/10/2023,China Ferry Terminal,Arrival,0,0,0,0
7/10/2023,China Ferry Terminal,Departure,0,0,0,0
8/10/2023,China Ferry Terminal,Arrival,0,0,0,0
8/10/2023,China Ferry Terminal,Departure,0,0,0,0
9/10/2023,China Ferry Terminal,Arrival,345,98,13,456
9/10/2023,China Ferry Terminal,Departure,145,67,20,232
10/10/2023,China Ferry Terminal,Arrival,559,441,66,1066
10/10/2023,China Ferry Terminal,Departure,618,279,73,970
11/10/2023,China Ferry Terminal,Arrival,520,475,60,1055
11/10/2023,China Ferry Terminal,Departure,670,349,73,1092
12/10/2023,China Ferry Terminal,Arrival,545,660,70,1275
12/10/2023,China Ferry Terminal,Departure,667,478,75,1220
13-10-2023,China Ferry Terminal,Arrival,774,701,80,1555
13-10-2023,China Ferry Terminal,Departure,1001,575,79,1655
14-10-2023,China Ferry Terminal,Arrival,582,894,82,1558
14-10-2023,China Ferry Terminal,Departure,1063,654,172,1889
15-10-2023,China Ferry Terminal,Arrival,1270,534,87,1891
15-10-2023,China Ferry Terminal,Departure,533,847,160,1540
16-10-2023,China Ferry Terminal,Arrival,682,537,72,1291
16-10-2023,China Ferry Terminal,Departure,814,616,134,1564
17-10-2023,China Ferry Terminal,Arrival,558,461,71,1090
17-10-2023,China Ferry Terminal,Departure,628,429,76,1133
18-10-2023,China Ferry Terminal,Arrival,599,440,99,1138
18-10-2023,China Ferry Terminal,Departure,599,368,55,1022
19-10-2023,China Ferry Terminal,Arrival,490,492,153,1135
19-10-2023,China Ferry Terminal,Departure,627,387,93,1107
20-10-2023,China Ferry Terminal,Arrival,621,505,132,1258
20-10-2023,China Ferry Terminal,Departure,1358,447,64,1869
21-10-2023,China Ferry Terminal,Arrival,539,787,87,1413
21-10-2023,China Ferry Terminal,Departure,2729,534,68,3331
22-10-2023,China Ferry Terminal,Arrival,961,540,69,1570
22-10-2023,China Ferry Terminal,Departure,1316,752,152,2220
23-10-2023,China Ferry Terminal,Arrival,3243,468,50,3761
23-10-2023,China Ferry Terminal,Departure,535,377,138,1050
24-10-2023,China Ferry Terminal,Arrival,959,617,74,1650
24-10-2023,China Ferry Terminal,Departure,713,429,75,1217
25-10-2023,China Ferry Terminal,Arrival,602,1119,139,1860
25-10-2023,China Ferry Terminal,Departure,554,436,54,1044
26-10-2023,China Ferry Terminal,Arrival,612,1755,361,2728
26-10-2023,China Ferry Terminal,Departure,580,512,68,1160
27-10-2023,China Ferry Terminal,Arrival,759,1425,307,2491
27-10-2023,China Ferry Terminal,Departure,921,1292,71,2284
28-10-2023,China Ferry Terminal,Arrival,613,1550,174,2337
28-10-2023,China Ferry Terminal,Departure,1021,1477,112,2610
29-10-2023,China Ferry Terminal,Arrival,1413,859,97,2369
29-10-2023,China Ferry Terminal,Departure,567,1473,239,2279
30-10-2023,China Ferry Terminal,Arrival,843,679,61,1583
30-10-2023,China Ferry Terminal,Departure,696,1832,367,2895
31-10-2023,China Ferry Terminal,Arrival,518,467,82,1067
31-10-2023,China Ferry Terminal,Departure,538,523,149,1210
1/11/2023,China Ferry Terminal,Arrival,516,515,75,1106
1/11/2023,China Ferry Terminal,Departure,614,440,58,1112
2/11/2023,China Ferry Terminal,Arrival,552,472,85,1109
2/11/2023,China Ferry Terminal,Departure,603,495,47,1145
3/11/2023,China Ferry Terminal,Arrival,688,587,133,1408
3/11/2023,China Ferry Terminal,Departure,1087,477,46,1610
4/11/2023,China Ferry Terminal,Arrival,548,980,111,1639
4/11/2023,China Ferry Terminal,Departure,1120,591,47,1758
5/11/2023,China Ferry Terminal,Arrival,1491,564,86,2141
5/11/2023,China Ferry Terminal,Departure,451,792,73,1316
6/11/2023,China Ferry Terminal,Arrival,590,559,70,1219
6/11/2023,China Ferry Terminal,Departure,677,382,82,1141
7/11/2023,China Ferry Terminal,Arrival,502,607,90,1199
7/11/2023,China Ferry Terminal,Departure,556,435,68,1059
8/11/2023,China Ferry Terminal,Arrival,555,539,71,1165
8/11/2023,China Ferry Terminal,Departure,657,487,54,1198
9/11/2023,China Ferry Terminal,Arrival,594,542,67,1203
9/11/2023,China Ferry Terminal,Departure,664,471,58,1193
10/11/2023,China Ferry Terminal,Arrival,763,562,110,1435
10/11/2023,China Ferry Terminal,Departure,1111,537,55,1703
11/11/2023,China Ferry Terminal,Arrival,549,1022,101,1672
11/11/2023,China Ferry Terminal,Departure,1135,607,60,1802
12/11/2023,China Ferry Terminal,Arrival,1443,510,72,2025
12/11/2023,China Ferry Terminal,Departure,561,801,92,1454
13-11-2023,China Ferry Terminal,Arrival,704,597,58,1359
13-11-2023,China Ferry Terminal,Departure,739,481,89,1309
14-11-2023,China Ferry Terminal,Arrival,588,639,78,1305
14-11-2023,China Ferry Terminal,Departure,619,444,107,1170
15-11-2023,China Ferry Terminal,Arrival,536,631,64,1231
15-11-2023,China Ferry Terminal,Departure,726,593,70,1389
16-11-2023,China Ferry Terminal,Arrival,589,672,80,1341
16-11-2023,China Ferry Terminal,Departure,776,674,86,1536
17-11-2023,China Ferry Terminal,Arrival,761,769,126,1656
17-11-2023,China Ferry Terminal,Departure,1235,652,66,1953
18-11-2023,China Ferry Terminal,Arrival,689,1056,109,1854
18-11-2023,China Ferry Terminal,Departure,1427,626,51,2104
19-11-2023,China Ferry Terminal,Arrival,1842,627,104,2573
19-11-2023,China Ferry Terminal,Departure,572,1004,96,1672
20-11-2023,China Ferry Terminal,Arrival,844,677,66,1587
20-11-2023,China Ferry Terminal,Departure,780,541,80,1401
21-11-2023,China Ferry Terminal,Arrival,618,614,75,1307
21-11-2023,China Ferry Terminal,Departure,651,530,64,1245
22-11-2023,China Ferry Terminal,Arrival,628,549,57,1234
22-11-2023,China Ferry Terminal,Departure,770,561,67,1398
23-11-2023,China Ferry Terminal,Arrival,752,616,97,1465
23-11-2023,China Ferry Terminal,Departure,752,579,63,1394
24-11-2023,China Ferry Terminal,Arrival,832,675,104,1611
24-11-2023,China Ferry Terminal,Departure,1196,526,50,1772
25-11-2023,China Ferry Terminal,Arrival,745,992,124,1861
25-11-2023,China Ferry Terminal,Departure,1560,615,57,2232
26-11-2023,China Ferry Terminal,Arrival,1807,487,78,2372
26-11-2023,China Ferry Terminal,Departure,579,1072,113,1764
27-11-2023,China Ferry Terminal,Arrival,863,633,76,1572
27-11-2023,China Ferry Terminal,Departure,797,524,81,1402
28-11-2023,China Ferry Terminal,Arrival,530,523,53,1106
28-11-2023,China Ferry Terminal,Departure,641,549,47,1237
29-11-2023,China Ferry Terminal,Arrival,624,550,83,1257
29-11-2023,China Ferry Terminal,Departure,662,470,48,1180
30-11-2023,China Ferry Terminal,Arrival,734,543,83,1360
30-11-2023,China Ferry Terminal,Departure,679,502,42,1223
1/12/2023,China Ferry Terminal,Arrival,928,663,168,1759
1/12/2023,China Ferry Terminal,Departure,1417,580,147,2144
2/12/2023,China Ferry Terminal,Arrival,722,1081,189,1992
2/12/2023,China Ferry Terminal,Departure,1543,686,140,2369
3/12/2023,China Ferry Terminal,Arrival,1844,703,108,2655
3/12/2023,China Ferry Terminal,Departure,623,976,96,1695
4/12/2023,China Ferry Terminal,Arrival,928,601,150,1679
4/12/2023,China Ferry Terminal,Departure,753,569,82,1404
5/12/2023,China Ferry Terminal,Arrival,676,683,149,1508
5/12/2023,China Ferry Terminal,Departure,643,523,145,1311
6/12/2023,China Ferry Terminal,Arrival,567,607,178,1352
6/12/2023,China Ferry Terminal,Departure,660,572,116,1348
7/12/2023,China Ferry Terminal,Arrival,607,603,163,1373
7/12/2023,China Ferry Terminal,Departure,659,661,112,1432
8/12/2023,China Ferry Terminal,Arrival,976,764,168,1908
8/12/2023,China Ferry Terminal,Departure,1083,665,123,1871
9/12/2023,China Ferry Terminal,Arrival,670,1432,193,2295
9/12/2023,China Ferry Terminal,Departure,1305,734,161,2200
10/12/2023,China Ferry Terminal,Arrival,1356,741,209,2306
10/12/2023,China Ferry Terminal,Departure,773,1134,166,2073
11/12/2023,China Ferry Terminal,Arrival,1274,815,176,2265
11/12/2023,China Ferry Terminal,Departure,750,733,174,1657
12/12/2023,China Ferry Terminal,Arrival,647,724,126,1497
12/12/2023,China Ferry Terminal,Departure,834,775,135,1744
13-12-2023,China Ferry Terminal,Arrival,689,793,145,1627
13-12-2023,China Ferry Terminal,Departure,637,666,174,1477
14-12-2023,China Ferry Terminal,Arrival,813,779,190,1782
14-12-2023,China Ferry Terminal,Departure,720,785,143,1648
15-12-2023,China Ferry Terminal,Arrival,976,936,193,2105
15-12-2023,China Ferry Terminal,Departure,1253,795,140,2188
16-12-2023,China Ferry Terminal,Arrival,723,1029,184,1936
16-12-2023,China Ferry Terminal,Departure,1212,733,174,2119
17-12-2023,China Ferry Terminal,Arrival,1481,921,169,2571
17-12-2023,China Ferry Terminal,Departure,738,1298,229,2265
18-12-2023,China Ferry Terminal,Arrival,773,938,139,1850
18-12-2023,China Ferry Terminal,Departure,823,740,131,1694
19-12-2023,China Ferry Terminal,Arrival,714,760,180,1654
19-12-2023,China Ferry Terminal,Departure,749,749,172,1670
20-12-2023,China Ferry Terminal,Arrival,717,860,183,1760
20-12-2023,China Ferry Terminal,Departure,819,810,196,1825
21-12-2023,China Ferry Terminal,Arrival,662,835,169,1666
21-12-2023,China Ferry Terminal,Departure,1041,912,167,2120
22-12-2023,China Ferry Terminal,Arrival,738,669,181,1588
22-12-2023,China Ferry Terminal,Departure,2153,734,148,3035
23-12-2023,China Ferry Terminal,Arrival,604,1550,266,2420
23-12-2023,China Ferry Terminal,Departure,4106,871,229,5206
24-12-2023,China Ferry Terminal,Arrival,881,1054,208,2143
24-12-2023,China Ferry Terminal,Departure,3250,1415,223,4888
25-12-2023,China Ferry Terminal,Arrival,2634,783,131,3548
25-12-2023,China Ferry Terminal,Departure,1490,780,147,2417
26-12-2023,China Ferry Terminal,Arrival,4220,604,183,5007
26-12-2023,China Ferry Terminal,Departure,951,623,239,1813
27-12-2023,China Ferry Terminal,Arrival,1575,681,240,2496
27-12-2023,China Ferry Terminal,Departure,1077,753,283,2113
28-12-2023,China Ferry Terminal,Arrival,1137,700,332,2169
28-12-2023,China Ferry Terminal,Departure,1056,663,327,2046
29-12-2023,China Ferry Terminal,Arrival,1311,879,342,2532
29-12-2023,China Ferry Terminal,Departure,1294,786,277,2357
30-12-2023,China Ferry Terminal,Arrival,1338,1648,357,3343
30-12-2023,China Ferry Terminal,Departure,2097,1000,322,3419
31-12-2023,China Ferry Terminal,Arrival,1265,2139,213,3617
31-12-2023,China Ferry Terminal,Departure,946,1016,140,2102
1/1/2024,China Ferry Terminal,Arrival,2661,812,193,3666
1/1/2024,China Ferry Terminal,Departure,539,1733,226,2498
2/1/2024,China Ferry Terminal,Arrival,992,620,219,1831
2/1/2024,China Ferry Terminal,Departure,692,608,277,1577
3/1/2024,China Ferry Terminal,Arrival,616,644,232,1492
3/1/2024,China Ferry Terminal,Departure,557,537,193,1287
4/1/2024,China Ferry Terminal,Arrival,574,595,215,1384
4/1/2024,China Ferry Terminal,Departure,562,651,207,1420
5/1/2024,China Ferry Terminal,Arrival,778,628,271,1677
5/1/2024,China Ferry Terminal,Departure,951,597,202,1750
6/1/2024,China Ferry Terminal,Arrival,660,1041,261,1962
6/1/2024,China Ferry Terminal,Departure,1116,654,223,1993
7/1/2024,China Ferry Terminal,Arrival,1303,834,206,2343
7/1/2024,China Ferry Terminal,Departure,554,738,260,1552
8/1/2024,China Ferry Terminal,Arrival,630,730,183,1543
8/1/2024,China Ferry Terminal,Departure,712,641,189,1542
9/1/2024,China Ferry Terminal,Arrival,563,700,177,1440
9/1/2024,China Ferry Terminal,Departure,597,684,182,1463
10/1/2024,China Ferry Terminal,Arrival,676,943,218,1837
10/1/2024,China Ferry Terminal,Departure,590,685,217,1492
11/1/2024,China Ferry Terminal,Arrival,568,683,217,1468
11/1/2024,China Ferry Terminal,Departure,631,914,200,1745
12/1/2024,China Ferry Terminal,Arrival,717,736,238,1691
12/1/2024,China Ferry Terminal,Departure,935,741,196,1872
13-01-2024,China Ferry Terminal,Arrival,652,1210,247,2109
13-01-2024,China Ferry Terminal,Departure,1070,816,219,2105
14-01-2024,China Ferry Terminal,Arrival,1515,872,150,2537
14-01-2024,China Ferry Terminal,Departure,605,1227,195,2027
15-01-2024,China Ferry Terminal,Arrival,690,785,236,1711
15-01-2024,China Ferry Terminal,Departure,693,745,248,1686
16-01-2024,China Ferry Terminal,Arrival,615,799,172,1586
16-01-2024,China Ferry Terminal,Departure,631,844,163,1638
17-01-2024,China Ferry Terminal,Arrival,642,895,184,1721
17-01-2024,China Ferry Terminal,Departure,800,892,187,1879
18-01-2024,China Ferry Terminal,Arrival,614,946,337,1897
18-01-2024,China Ferry Terminal,Departure,666,866,295,1827
19-01-2024,China Ferry Terminal,Arrival,951,911,329,2191
19-01-2024,China Ferry Terminal,Departure,1187,1002,369,2558
20-01-2024,China Ferry Terminal,Arrival,708,1317,238,2263
20-01-2024,China Ferry Terminal,Departure,1373,1133,225,2731
21-01-2024,China Ferry Terminal,Arrival,1530,1340,190,3060
21-01-2024,China Ferry Terminal,Departure,738,1362,366,2466
22-01-2024,China Ferry Terminal,Arrival,850,1153,225,2228
22-01-2024,China Ferry Terminal,Departure,832,1181,331,2344
23-01-2024,China Ferry Terminal,Arrival,695,865,165,1725
23-01-2024,China Ferry Terminal,Departure,610,1224,191,2025
24-01-2024,China Ferry Terminal,Arrival,564,939,141,1644
24-01-2024,China Ferry Terminal,Departure,626,1152,307,2085
25-01-2024,China Ferry Terminal,Arrival,599,1135,238,1972
25-01-2024,China Ferry Terminal,Departure,619,1181,316,2116
26-01-2024,China Ferry Terminal,Arrival,705,1218,270,2193
26-01-2024,China Ferry Terminal,Departure,1129,1417,224,2770
27-01-2024,China Ferry Terminal,Arrival,634,1565,214,2413
27-01-2024,China Ferry Terminal,Departure,1309,1352,351,3012
28-01-2024,China Ferry Terminal,Arrival,1556,1774,227,3557
28-01-2024,China Ferry Terminal,Departure,565,1772,319,2656
29-01-2024,China Ferry Terminal,Arrival,789,1378,160,2327
29-01-2024,China Ferry Terminal,Departure,792,1241,292,2325
30-01-2024,China Ferry Terminal,Arrival,648,1189,215,2052
30-01-2024,China Ferry Terminal,Departure,707,1410,278,2395
31-01-2024,China Ferry Terminal,Arrival,739,1390,227,2356
31-01-2024,China Ferry Terminal,Departure,674,1476,229,2379
1/2/2024,China Ferry Terminal,Arrival,654,1562,200,2416
1/2/2024,China Ferry Terminal,Departure,736,1645,233,2614
2/2/2024,China Ferry Terminal,Arrival,764,1371,182,2317
2/2/2024,China Ferry Terminal,Departure,1008,1590,207,2805
3/2/2024,China Ferry Terminal,Arrival,647,1933,264,2844
3/2/2024,China Ferry Terminal,Departure,1095,1919,292,3306
4/2/2024,China Ferry Terminal,Arrival,1106,2194,223,3523
4/2/2024,China Ferry Terminal,Departure,685,1794,271,2750
5/2/2024,China Ferry Terminal,Arrival,749,2201,190,3140
5/2/2024,China Ferry Terminal,Departure,806,2274,217,3297
6/2/2024,China Ferry Terminal,Arrival,618,2137,172,2927
6/2/2024,China Ferry Terminal,Departure,1063,2480,190,3733
7/2/2024,China Ferry Terminal,Arrival,534,1759,157,2450
7/2/2024,China Ferry Terminal,Departure,1828,2557,192,4577
8/2/2024,China Ferry Terminal,Arrival,582,1256,174,2012
8/2/2024,China Ferry Terminal,Departure,2459,2248,223,4930
9/2/2024,China Ferry Terminal,Arrival,407,974,143,1524
9/2/2024,China Ferry Terminal,Departure,3841,1181,200,5222
10/2/2024,China Ferry Terminal,Arrival,367,1684,209,2260
10/2/2024,China Ferry Terminal,Departure,3018,1421,242,4681
11/2/2024,China Ferry Terminal,Arrival,933,2751,257,3941
11/2/2024,China Ferry Terminal,Departure,2730,1838,237,4805
12/2/2024,China Ferry Terminal,Arrival,2526,3047,169,5742
12/2/2024,China Ferry Terminal,Departure,2270,2553,224,5047
13-02-2024,China Ferry Terminal,Arrival,3803,3168,190,7161
13-02-2024,China Ferry Terminal,Departure,1198,2680,188,4066
14-02-2024,China Ferry Terminal,Arrival,2715,3215,166,6096
14-02-2024,China Ferry Terminal,Departure,1032,2734,239,4005
15-02-2024,China Ferry Terminal,Arrival,2020,3177,186,5383
15-02-2024,China Ferry Terminal,Departure,1053,2919,170,4142
16-02-2024,China Ferry Terminal,Arrival,1898,2591,232,4721
16-02-2024,China Ferry Terminal,Departure,1207,2901,211,4319
17-02-2024,China Ferry Terminal,Arrival,2127,1759,200,4086
17-02-2024,China Ferry Terminal,Departure,1268,2585,197,4050
18-02-2024,China Ferry Terminal,Arrival,2758,1339,112,4209
18-02-2024,China Ferry Terminal,Departure,611,1807,156,2574
19-02-2024,China Ferry Terminal,Arrival,967,1059,173,2199
19-02-2024,China Ferry Terminal,Departure,626,1379,177,2182
20-02-2024,China Ferry Terminal,Arrival,660,840,211,1711
20-02-2024,China Ferry Terminal,Departure,632,1159,177,1968
21-02-2024,China Ferry Terminal,Arrival,645,949,190,1784
21-02-2024,China Ferry Terminal,Departure,561,985,177,1723
22-02-2024,China Ferry Terminal,Arrival,608,829,188,1625
22-02-2024,China Ferry Terminal,Departure,617,869,280,1766
23-02-2024,China Ferry Terminal,Arrival,706,739,295,1740
23-02-2024,China Ferry Terminal,Departure,1094,913,341,2348
24-02-2024,China Ferry Terminal,Arrival,725,844,237,1806
24-02-2024,China Ferry Terminal,Departure,1254,814,313,2381
25-02-2024,China Ferry Terminal,Arrival,1492,663,246,2401
25-02-2024,China Ferry Terminal,Departure,695,900,320,1915
26-02-2024,China Ferry Terminal,Arrival,794,608,317,1719
26-02-2024,China Ferry Terminal,Departure,755,514,374,1643
27-02-2024,China Ferry Terminal,Arrival,644,587,256,1487
27-02-2024,China Ferry Terminal,Departure,658,700,279,1637
28-02-2024,China Ferry Terminal,Arrival,632,589,360,1581
28-02-2024,China Ferry Terminal,Departure,642,587,384,1613
29-02-2024,China Ferry Terminal,Arrival,608,522,218,1348
29-02-2024,China Ferry Terminal,Departure,667,516,245,1428
1/3/2024,China Ferry Terminal,Arrival,703,625,342,1670
1/3/2024,China Ferry Terminal,Departure,1036,578,309,1923
2/3/2024,China Ferry Terminal,Arrival,603,763,262,1628
2/3/2024,China Ferry Terminal,Departure,1069,604,276,1949
3/3/2024,China Ferry Terminal,Arrival,1249,539,235,2023
3/3/2024,China Ferry Terminal,Departure,589,659,317,1565
4/3/2024,China Ferry Terminal,Arrival,718,464,194,1376
4/3/2024,China Ferry Terminal,Departure,774,399,366,1539
5/3/2024,China Ferry Terminal,Arrival,578,524,165,1267
5/3/2024,China Ferry Terminal,Departure,612,494,211,1317
6/3/2024,China Ferry Terminal,Arrival,582,413,265,1260
6/3/2024,China Ferry Terminal,Departure,707,497,275,1479
7/3/2024,China Ferry Terminal,Arrival,587,439,188,1214
7/3/2024,China Ferry Terminal,Departure,670,487,264,1421
8/3/2024,China Ferry Terminal,Arrival,755,914,301,1970
8/3/2024,China Ferry Terminal,Departure,1031,656,271,1958
9/3/2024,China Ferry Terminal,Arrival,629,930,271,1830
9/3/2024,China Ferry Terminal,Departure,1179,651,253,2083
10/3/2024,China Ferry Terminal,Arrival,1399,507,264,2170
10/3/2024,China Ferry Terminal,Departure,634,842,385,1861
11/3/2024,China Ferry Terminal,Arrival,682,409,249,1340
11/3/2024,China Ferry Terminal,Departure,694,439,324,1457
12/3/2024,China Ferry Terminal,Arrival,557,577,223,1357
12/3/2024,China Ferry Terminal,Departure,663,518,198,1379
13-03-2024,China Ferry Terminal,Arrival,584,590,239,1413
13-03-2024,China Ferry Terminal,Departure,698,550,318,1566
14-03-2024,China Ferry Terminal,Arrival,616,552,236,1404
14-03-2024,China Ferry Terminal,Departure,660,602,275,1537
15-03-2024,China Ferry Terminal,Arrival,750,752,252,1754
15-03-2024,China Ferry Terminal,Departure,1079,674,297,2050
16-03-2024,China Ferry Terminal,Arrival,756,996,308,2060
16-03-2024,China Ferry Terminal,Departure,1179,724,316,2219
17-03-2024,China Ferry Terminal,Arrival,1284,657,198,2139
17-03-2024,China Ferry Terminal,Departure,704,933,328,1965
18-03-2024,China Ferry Terminal,Arrival,697,376,244,1317
18-03-2024,China Ferry Terminal,Departure,618,416,233,1267
19-03-2024,China Ferry Terminal,Arrival,541,509,197,1247
19-03-2024,China Ferry Terminal,Departure,686,719,241,1646
20-03-2024,China Ferry Terminal,Arrival,570,684,219,1473
20-03-2024,China Ferry Terminal,Departure,701,713,289,1703
21-03-2024,China Ferry Terminal,Arrival,673,575,252,1500
21-03-2024,China Ferry Terminal,Departure,798,703,246,1747
22-03-2024,China Ferry Terminal,Arrival,746,708,290,1744
22-03-2024,China Ferry Terminal,Departure,980,676,228,1884
23-03-2024,China Ferry Terminal,Arrival,688,1312,332,2332
23-03-2024,China Ferry Terminal,Departure,1259,903,283,2445
24-03-2024,China Ferry Terminal,Arrival,1307,678,238,2223
24-03-2024,China Ferry Terminal,Departure,699,1114,274,2087
25-03-2024,China Ferry Terminal,Arrival,715,631,284,1630
25-03-2024,China Ferry Terminal,Departure,769,621,285,1675
26-03-2024,China Ferry Terminal,Arrival,624,678,269,1571
26-03-2024,China Ferry Terminal,Departure,902,648,249,1799
27-03-2024,China Ferry Terminal,Arrival,628,662,239,1529
27-03-2024,China Ferry Terminal,Departure,1148,738,286,2172
28-03-2024,China Ferry Terminal,Arrival,695,655,224,1574
